title,descr,price,year,km,transmission,location,date_posted,link,date_imported,Marca_x,Tipo,Modelo_x,Marca_y,Modelo_y,Comuna,Region
Ssangyong actyon sport 2.0d ll abs 2ab semi full 2,COLOR: GRIS EXCELENTE ESTADO GENERAL. 2.0. RECIEN LLEGADO. Recibimos vehículos en parte de pago. Aceptamos tarjetas de crédito. AUT. TALCIANI Y BASUALDO. MANUEL MONTT 1909. PROVIDENCIA.,11990000.0,2015,215000.0,Manual  ,"Providencia,  Región Metropolitana", 27 sep 2023 a las 11:07,https://www.yapo.cl/vehiculos/ssangyong-actyon-sport-20d-ll-abs-2ab-semi-full-2_84293206,2023-10-04 13:50:35.242904,CHERY,SUV,TIGGO 2,SSANGYONG,ACTYON,Providencia, Región Metropolitana
Chery tiggo 2 2021,"Se vende Chery Tiggo 2 año 2021, único dueño, Sunroof, Airbag, aBS, AA, CC, sensor retroceso, mantenimiento al día, valor más 3% comisión, mas vehículos ",9490000.0,2021,56000.0,Manual  ,"Valdivia,  XIV Los Ríos", 27 sep 2023 a las 10:06,https://www.yapo.cl/vehiculos/chery-tiggo-2-2021_88259304,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,Valdivia, XIV Los Ríos
Chery tiggo 2 2022,"¡Reserva por $300.000, Tomamos tu auto en parte de pago al mejor precio del mercado, financiamiento desde un 20% pie con entrega inmediata. Calidad y seguridad por SALFA, con 86 años de trayectoria. ¡No te lo pierdas! Contact Center 600 360 6200.",10990000.0,2022,1100.0,Manual  ,"Macul,  Región Metropolitana", 27 sep 2023 a las 10:04,https://www.yapo.cl/vehiculos/chery-tiggo-2-2022_87993028,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,Macul, Región Metropolitana
Chery tiggo 2 pro full 2023,Se puede ver todos los días en lomas coloradas,11000000.0,2023,35000.0,Automático  ,"San Pedro de la Paz,  VIII Biobío", 27 sep 2023 a las 08:08,https://www.yapo.cl/vehiculos/chery-tiggo-2-pro-full-2023_88258497,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2 PRO,San Pedro de la Paz, VIII Biobío
Chery iq 2017,"Chery IQ 2017 con AA full.
Vehículo económico.",4500000.0,2017,65000.0,Manual  ,"Lampa,  Región Metropolitana", 27 sep 2023 a las 00:24,https://www.yapo.cl/vehiculos/chery-iq-2017_88257998,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,IQ,Lampa, Región Metropolitana
Mazda 2 Automático,"Vendo Mazda 2 año 2013 automático full equipo vidrios eléctricos, espejos eléctricos, aire acondicionado 5 puertas, llantas originales",6990000.0,2013,78600.0,Automático  ,"Maipú,  Región Metropolitana", 26 sep 2023 a las 20:50,https://www.yapo.cl/vehiculos/mazda-2-automatico_88256706,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,MAZDA,2,Maipú, Región Metropolitana
Chery tiggo2Pro 2019,"El auto cuenta con llantas 17, neumáticos al 90 %, sunrroof, aire acondicionado, funcionando al 100%, motor 1.5 llegar y andar al día transferible se vende solo por apuro precio poco conversable, llame nomas ",7900000.0,2019,50000.0,Manual  ,"Limache,  V Valparaíso", 26 sep 2023 a las 20:39,https://www.yapo.cl/vehiculos/chery-tiggo2pro-2019_88256607,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO2PRO,Limache, V Valparaíso
 Chery Tiggo 3 pro ,"Vendo mi Chery Tiggo 3 pro, tiene 9 meses de uso, se vende por motivos de viaje.
Está en excelente estado, sólo que esta en prenda, esta será pagada al momento del traspaso. 

El precio es negociable.",15000000.0,2023,8100.0,Automático  ,"Puente Alto,  Región Metropolitana", 26 sep 2023 a las 20:07,https://www.yapo.cl/vehiculos/chery-tiggo-3-pro_88256243,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 3 PRO,Puente Alto, Región Metropolitana
Kia Carnival 2011. 2 Dueños Recibo Vehiculo,"HABLAR SOLO POR LLAMADA O WHATSAPP. NO CONTESTO CORREOS 

PRECIO DE VENTA $7.990.000.- MUY POCO CONVERSABLE
PRECIO DE PERMUTA $9.490.000.-(NO CONVERSABLE)

KIA CARNIVAL 2011 2.7 LX, SOLAMENTE 2 DUEÑOS Y 150.000 KM, BENCINERO, MECANICO, 3 CORRIDAS DE ASIENTOS.

3 CORRIDAS DE ASIENTOS, CONTROL DE MANDO AL VOLANTE, AIRE ACONDICIONADO, MULTI-AIRBAG, 2 PUERTAS CORREDERAS AMBOS LADOS, NEUMATICOS IMPECABLES.

VEHICULO SIMILAR A: ORLANDO, CAPTIVA, XTRAIL, DUSTER, SORENTO.",7990000.0,2011,150000.0,Manual  ,"Macul,  Región Metropolitana", 26 sep 2023 a las 16:49,https://www.yapo.cl/vehiculos/kia-carnival-2011-2-duenos-recibo-vehiculo_88253514,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,KIA,CARNIVAL,Macul, Región Metropolitana
Chery Tiggo 2 1.5 Gl Mt 2019,"1.5 GL MT 2019
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 1.5 GL MT 2019
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros",7580000.0,2019,79000.0,Manual  ,"Huechuraba,  Región Metropolitana", 26 sep 2023 a las 16:37,https://www.yapo.cl/vehiculos/chery-tiggo-2-15-gl-mt-2019_88173878,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,Huechuraba, Región Metropolitana
RENAULT DOKKER 1.5 DiESEL 2018 2 DUEÑOS,"EXCELENTE CAMIONETA, LLEGAR Y TRABAJAR! 2 Dueños. Yo la tengo hace 2 años, a mi cuidado siempre la he mantenido con aceite 5w30 total quartz ineo. Además de hacer la distribución y discos delanteros. Camioneta muy económica, con poco más de $45.000 aprox llenas el estanque. 

✅Documentación al día
✅2 Llaves
✅192.000 km
✅7 primeras mantenciones en concesionario oficial
✅Aire acondicionado
✅Doble airbag
✅Frenos ABS
✅Bluetooth / usb
✅Comandos al volante
✅Alzavidrios y espejos eléctricos
✅Reja separadora cabina y carga
✅ESP
✅Asistencia en subida
✅Puerta lateral

Similares citroen berlingo peugeot partner dodge ram cargo chevrolet n300 fiat fiorino renault kangoo doblo citan",6490000.0,2018,192000.0,Manual  ,"Concón,  V Valparaíso", 26 sep 2023 a las 16:24,https://www.yapo.cl/vehiculos/renault-dokker-15-diesel-2018-2-duenos_87873954,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,RENAULT,DOKKER,Concón, V Valparaíso
Chery Tiggo 2 2017 1.5 Cc Full Techo,"Vendo o recibo vehículo en parte de pago, motor lata e interiores impecables , todo al día hasta el 2024, sin partes ni multas, A TODA PRUEBA

89.000 km
2do Dueño

.- Motor 1.5 (De 13,4 a 16,8 km x Litros)
.- Full Aire Acondicionado
.- Doble Airbags
.- Neumáticos con poco uso
.- Techo eléctrico 
.- Alarma - Cierre centralizado
.- Radio Pantalla Touch Androi 9 pulgadas 
.- Neblineros 
.- Llantas de aleación 
.- Sensores de retroceso 
.- Camara de retroceso

Consultas serias llamar al 961920951 Bastian. PRECIO CONVERSABLE 
(También Gestionamos Crédito automotriz)

podría recibir similares a spark lt gt ls extra plus aveo sail onix prisma orlando captiva dmax silverado optra suzuki vitara jimmy swift baleno samurai nomade celerio baleno ignis hyundai elantra sonata accent gran i10 volkswagen gol vento voyage golf saveiro fiat cinquecento punto tipo linea kia morning cerato sportage sorento besta frontier Rio5 impreza forester chery iq tiggo fulwin zna grand tigger etc",6990000.0,2017,89000.0,Manual  ,"Cerrillos,  Región Metropolitana", 26 sep 2023 a las 15:39,https://www.yapo.cl/vehiculos/chery-tiggo-2-2017-15-cc-full-techo_87524222,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,Cerrillos, Región Metropolitana
Chery tiggo 8 pro 2023,"Chery Tiggo 8 Pro 1.6T 2023
.
-GLX DCT 1.6 TURBO
-1.6 cc
-2023
-9.753 kms
-Transmisión Automática
-7 Velocidades
-Bencina
-Climatizador Bizona con Pantalla de 8""
-Pantalla Touch de 12,3""
-Auxiliar
-Bluetooth
-USB
-Android Auto
-Car Play
-Cargador de Teléfono Inalámbrico
-Controles al volante
-Comandos por Voz
-Control Crucero
-Modos de Conducción ECO/SPORT
-Cámara de Retroceso
-Cámara 360º
-Sensores de Proximidad
-Sensor de Proximidad para Apertura y Cierre
-Encendido a Distancia del Motor
-Smart Key
-Botón de Encendido
-Apertura de Maletero a Distancia
-Asientos Delanteros Calefactables
-Sunroof Eléctrico
-Techo Panorámico
-Tapiz de Ecocuero
-Control de Estabilidad (ESP)
-Control de Tracción (TCS)
-Asistencia de Partida en Pendientes (HHC)
-Sistema Detección de Punto Ciego
-Asistencia Cambio de Carril
-Inmovilizador de Motor
-Frenos ABS
-Freno de Estacionamiento Eléctrico
-Sistema de Monitoreo de Presión de Neumáticos
-Espejos con Regulación Eléctrica
-Cierre Centralizado
-Alza Vidrios Eléctricos
-Anclaje Isofix
-6 Airbag
.
Precio lista $19.990.000
Pie mínimo 30% $5.997.000
*sujeto a evaluación comercial.
.
Compramos - Vendemos - Consignamos tu vehículo 🚗 Garage Motors - Contacto +56931950989 / +56932555513 / +56987035145.
🏢 Av. Central 35, Villa Triana - Rancagua; Av. San Juan 1916 - Machalí.",19990000.0,2023,9753.0,Automático  ,"Rancagua,  VI O'Higgins", 26 sep 2023 a las 13:36,https://www.yapo.cl/vehiculos/chery-tiggo-8-pro-2023_88250231,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 8 PRO,Rancagua, VI O'Higgins
Nissan qashqai +2 cvt 2.0 2014,COLOR: GRAFITO IMPECABLE ESTADO GENERAL.AUTOMATICO. 2.0. TERCERA CORRIDA DE ASIENTOS. Recibimos vehículos en parte de pago. Créditos hasta 48 cuotas. Aceptamos tarjetas de crédito. AUT. TALCIANI Y BASUALDO. MANUEL MONTT 1909. PROVIDENCIA.,11950000.0,2014,101351.0,Automático  ,"Providencia,  Región Metropolitana", 26 sep 2023 a las 13:21,https://www.yapo.cl/vehiculos/nissan-qashqai-2-cvt-20-2014_83485805,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,NISSAN,QASHQAI +2 CVT,Providencia, Región Metropolitana
2023 Chery Tiggo 7 Pro 1.5 CVT GLX,"Estándar de Oro
- Esta unidad pasó por un proceso de certificación mecánica y estética, con el fin de asegurar un vehículo en óptimas condiciones.
- Garantía por 3 meses.
- Servicio post venta

Contáctanos a través del botón de WhatsApp o a nuestros números telefónicos.
➕5️⃣6️⃣9️⃣4️⃣3️⃣8️⃣6️⃣0️⃣9️⃣8️⃣1️⃣ Cristian Epulef
➕5️⃣6️⃣9️⃣6️⃣6️⃣4️⃣9️⃣2️⃣6️⃣6️⃣3️⃣ Michael Soto

Cualidades CHERY TIGGO 7 PRO: 
- Asientos delanteros eléctricos.
- Velocidad Crucero.
- Asientos de cuero.
- Sunroof Completo. 
- Espejos abatibles.
- Climatizador bizona.
- Camara 360°.
- Sensores delanteros y traseros.
- Portalón eléctrico.
- Encendido a distancia.

*Financiamiento desde $3.198.000 con tasa de interés preferencial
*Recibimos tu vehículo en forma de pago
*Enviamos a todo Chile con garantía de satisfacción

Compra, Vende, Financia TuAuto!",15990000.0,2023,18500.0,Automático  ,"Temuco,  IX Araucanía", 26 sep 2023 a las 10:17,https://www.yapo.cl/vehiculos/2023-chery-tiggo-7-pro-15-cvt-glx_88245370,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 7 PRO,Temuco, IX Araucanía
Chery tiggo 2 2022,"EXCELENTE ESTADO. AIRE ACONDICIONADO, CAMARA DE RETROCESO, LLANTAS DE ALEACION.CONSULTE POR FINANCIAMIENTO.",8990000.0,2022,10400.0,Manual  ,"Talca,  VII Maule", 26 sep 2023 a las 10:00,https://www.yapo.cl/vehiculos/chery-tiggo-2-2022_88059118,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,Talca, VII Maule
Chery tiggo 2 año 2021,"Vendo mi Chery Tiggo 2 año 2021 a toda prueba! Motor 1.5
Única dueña 
Mantenciones al día y hechas en la concesionaria revisión técnica hasta mayo del 2025
¡A toda prueba! Mantenido con mucho cuidado y amor
Respondo",8700000.0,2021,21500.0,Manual  ,"Teno,  VII Maule", 25 sep 2023 a las 23:39,https://www.yapo.cl/vehiculos/chery-tiggo-2-ano-2021_88243848,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,Teno, VII Maule
Chery tiggo 2 2018,"Tipo Vehículo : STATION WAGON
Año : 2018
Marca : CHERY
Modelo : TIGGO 2 GLX 1.5
full equipo",8350000.0,2018,80000.0,Manual  ,"Quilicura,  Región Metropolitana", 25 sep 2023 a las 23:15,https://www.yapo.cl/vehiculos/chery-tiggo-2-2018_88243648,2023-10-04 13:50:35.258562,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,Quilicura, Región Metropolitana
Chery Tiggo 2 poco uso,"Se vende auto poco uso año 2019.
2da dueña
Documentos al día hasta marzo 2024.
Sin anotaciones vigentes
Camara de retroceso con sensor
Radio táctil
2 airbag

Sólo interesados, contactarse por whatsapp

Precio poco conversable",8200000.0,2019,35000.0,Manual  ,"El Bosque,  Región Metropolitana", 25 sep 2023 a las 22:55,https://www.yapo.cl/vehiculos/chery-tiggo-2-poco-uso_88243500,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,El Bosque, Región Metropolitana
Chery Tiggo 7 pro,"Impecable, camioneta con mucha tecnología, Apple CarPlay, asientos con ajustes electrónicos, maletero automático, encendido a distancia, cámara 360, automático, freno de mano electrónico, etc etc mantenciones en la marca, con garantía vigente, a toda prueba. 

Contesto Mail y WhatsApp",13990000.0,2022,27000.0,Automático  ,"Santiago,  Región Metropolitana", 25 sep 2023 a las 22:31,https://www.yapo.cl/vehiculos/chery-tiggo-7-pro_88243369,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 7 PRO,Santiago, Región Metropolitana
Chery tiggo 2 2022,"Los mejores usados exclusivos en Difor Rancagua.
Recibimos tu auto en parte de pago
Te ayudamos con el financiamiento.
Para consultas, preaprobaciones y reservas al Whatsapp +56950710637 Allan Quiroz",10490000.0,2022,50000.0,Automático  ,"Rancagua,  VI O'Higgins", 25 sep 2023 a las 17:17,https://www.yapo.cl/vehiculos/chery-tiggo-2-2022_88097308,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,Rancagua, VI O'Higgins
Chery tiggo 7 2022,"DIFOR, automotora con más de 30 años de experiencia respalda su división de vehículos USADOS EXCLUSIVOS.
Como Difor te ofrecemos opciones de financiamiento, recibimos tu auto en parte de pago.

CONTACTO:

Susan Schaefer - 992405271
Carlos Gomez - 956080032
Marcelo Yañez – 978066859
Alex Arenas – 998240593",14890000.0,2022,14200.0,Automático  ,"Puerto Montt,  X Los Lagos", 25 sep 2023 a las 17:12,https://www.yapo.cl/vehiculos/chery-tiggo-7-2022_88124438,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 7,Puerto Montt, X Los Lagos
CHERY TIGGO 3 CVT 1.5cc AUT año 2022,"Usados exclusivos Los Angeles.
Contáctame al Cel 933948354
Constanza Calderon.  
Opciones de Financiamiento.
Auto en Pago.
Créditos.
Seguro Automotriz
Escríbeme para Saber más de nuestro stock a nivel Nacional
Constanza Calderon 933948354

Para financiamiento.
Dependiente:
Nombre:
Rut:
Renta liquida:
Antigüedad laboral:
Comuna de residencia.

Independiente:
Carpeta tributaria para solicitar crédito.",11490000.0,2022,27000.0,Automático  ,"Los Ángeles,  VIII Biobío", 25 sep 2023 a las 17:08,https://www.yapo.cl/vehiculos/chery-tiggo-3-cvt-15cc-aut-ano-2022_87837638,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 3 CVT,Los Ángeles, VIII Biobío
Chery Tiggo 7 PRO GLS CVT 1.5cc AUT 4x2 AÑO 2022,"Usados exclusivos Los Angeles.
Contáctame al Cel 
Constanza Calderon.  
Opciones de Financiamiento.
Auto en Pago.
Créditos.
Seguro Automotriz
Escríbeme para Saber más de nuestro stock a nivel Nacional
Constanza Calderon 933948354

Para financiamiento.
Dependiente:
Nombre:
Rut:
Renta liquida:
Antigüedad laboral:
Comuna de residencia.

Independiente:
Carpeta tributaria para solicitar crédito.",14990000.0,2022,15160.0,Automático  ,"Los Ángeles,  VIII Biobío", 25 sep 2023 a las 17:08,https://www.yapo.cl/vehiculos/chery-tiggo-7-pro-gls-cvt-15cc-aut-4x2-ano-2022_88189718,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 7 PRO GLS CVT,Los Ángeles, VIII Biobío
Chery Tiggo 3 CVT 1.5cc Aut año 2022,"Usados exclusivos Los Angeles.
Contáctame al Cel 
Constanza Calderon.  
Opciones de Financiamiento.
Auto en Pago.
Créditos.
Seguro Automotriz
Escríbeme para Saber más de nuestro stock a nivel Nacional
Constanza Calderon 933948354

Para financiamiento.
Dependiente:
Nombre:
Rut:
Renta liquida:
Antigüedad laboral:
Comuna de residencia.

Independiente:
Carpeta tributaria para solicitar crédito.",11490000.0,2022,26500.0,Automático  ,"Los Ángeles,  VIII Biobío", 25 sep 2023 a las 17:08,https://www.yapo.cl/vehiculos/chery-tiggo-3-cvt-15cc-aut-ano-2022_88084882,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 3 CVT,Los Ángeles, VIII Biobío
Chery Tiggo 2 1.5cc Mec año 2022,"Usados exclusivos Los Angeles.
Contáctame al Cel 
Constanza Calderon.  
Opciones de Financiamiento.
Auto en Pago.
Créditos.
Seguro Automotriz
Escríbeme para Saber más de nuestro stock a nivel Nacional
Constanza Calderon 933948354

Para financiamiento.
Dependiente:
Nombre:
Rut:
Renta liquida:
Antigüedad laboral:
Comuna de residencia.

Independiente:
Carpeta tributaria para solicitar crédito.",8990000.0,2022,21180.0,Manual  ,"Los Ángeles,  VIII Biobío", 25 sep 2023 a las 17:08,https://www.yapo.cl/vehiculos/chery-tiggo-2-15cc-mec-ano-2022_88098525,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 2,Los Ángeles, VIII Biobío
Chery tiggo 2022,"VALOR PUBLICADO CORRESPONDE A PRECIO CON PLAN DE RENOVACION FORUM.

VALOR AL CONTADO:  11.990.000  MAS TRANSFERENCIA

GARANTIA DE 3 MESES MOTOR Y CAJA DE CAMBIO

RECIBIMOS TU VEHICULO EN PARTE DE PAGO.

DIFOR, automotora con más de 30 años de experiencia respalda su división de vehículos USADOS EXCLUSIVOS.
Como Difor te ofrecemos opciones de financiamiento, recibimos tu auto en parte de pago, y contamos con una amplia gama de vehículos que puedes encontrar en la red de sucursales ubicadas en Santiago, Concepción, Los Ángeles, Osorno, Puerto Montt y Castro.

Contáctanos:
Nicolas Perez +569 64363043
Emilio Aburto +569 51589410
Ricardo Recabal +569 98761896",11490000.0,2022,24745.0,Automático  ,"Concepción,  VIII Biobío", 25 sep 2023 a las 17:05,https://www.yapo.cl/vehiculos/chery-tiggo-2022_88222411,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO,Concepción, VIII Biobío
Chery tiggo2 2022,"VALOR PUBLICADO CORRESPONDE A PRECIO CON PLAN DE RENOVACION FORUM.

VALOR AL CONTADO: 8.990.000  MAS TRANSFERENCIA

GARANTIA DE 3 MESES MOTOR Y CAJA DE CAMBIO

RECIBIMOS TU VEHICULO EN PARTE DE PAGO.

DIFOR, automotora con más de 30 años de experiencia respalda su división de vehículos USADOS EXCLUSIVOS.
Como Difor te ofrecemos opciones de financiamiento, recibimos tu auto en parte de pago, y contamos con una amplia gama de vehículos que puedes encontrar en la red de sucursales ubicadas en Santiago, Concepción, Los Ángeles, Osorno, Puerto Montt y Castro.

Contáctanos:
Nicolas Perez +569 64363043
Emilio Aburto +569 51589410
Ricardo Recabal +569 98761896",8590000.0,2022,29156.0,Manual  ,"Concepción,  VIII Biobío", 25 sep 2023 a las 17:05,https://www.yapo.cl/vehiculos/chery-tiggo2-2022_88233251,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO2,Concepción, VIII Biobío
Chery tiggo 7 2022,"¡Los MEJORES MODELOS y PRECIOS del mercado en DIFOR! 
Compra seguro, simple y rápido. 
Automotora con más de 40 años en el mercado automotriz.  
Encontrarás modelos USADOS DE SELECCIÓN, chequeados por nuestro staff de mecánicos especializados.   
Ofrecemos opciones de financiamiento que se ajusten a tus necesidades y posibilidades de pago. 
¿Qué esperas? 
Cotiza con nuestros ejecutivos o visítanos en las distintas sucursales desde Santiago a Castro. ¡No olvides consultar por nuestras ofertas del mes!",15990000.0,2022,26500.0,Automático  ,"Concepción,  VIII Biobío", 25 sep 2023 a las 17:04,https://www.yapo.cl/vehiculos/chery-tiggo-7-2022_88125877,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 7,Concepción, VIII Biobío
Chery tiggo 8 2022,"¡Los MEJORES MODELOS y PRECIOS del mercado en DIFOR! 
Compra seguro, simple y rápido. 
Automotora con más de 40 años en el mercado automotriz.  
Encontrarás modelos USADOS DE SELECCIÓN, chequeados por nuestro staff de mecánicos especializados.   
Ofrecemos opciones de financiamiento que se ajusten a tus necesidades y posibilidades de pago. 
¿Qué esperas? 
Cotiza con nuestros ejecutivos o visítanos en las distintas sucursales desde Santiago a Castro. ¡No olvides consultar por nuestras ofertas del mes!",14990000.0,2022,12150.0,Manual  ,"Concepción,  VIII Biobío", 25 sep 2023 a las 17:04,https://www.yapo.cl/vehiculos/chery-tiggo-8-2022_87084093,2023-10-04 13:50:35.274190,CHERY,SUV,TIGGO 2,CHERY,TIGGO 8,Concepción, VIII Biobío
Chery tiggo 3 2021,"Este CHERY TIGGO 3 2021 esta garantizado por Autopia:Si no te gusta, puedes devolverlo en 7 dias o 300 km. Valido por 6 meses. Respaldo Derco. Consulta con nuestros ejecutivos por financiamiento para este auto",8890000.0,2021,21400.0,Manual  ,"Huechuraba,  Región Metropolitana", Hoy a las 13:10,https://www.yapo.cl/vehiculos/chery-tiggo-3-2021_87343846,2023-10-04 13:51:07.449737,CHERY,SUV,TIGGO 5,CHERY,TIGGO 3,Huechuraba, Región Metropolitana
Mazda cx-5 2021,"Este MAZDA CX-5 2021 esta garantizado por Autopia:Si no te gusta, puedes devolverlo en 7 dias o 300 km. Valido por 6 meses. Respaldo Derco. Consulta con nuestros ejecutivos por financiamiento para este auto",21990000.0,2021,41200.0,Automático  ,"Huechuraba,  Región Metropolitana", Hoy a las 12:58,https://www.yapo.cl/vehiculos/mazda-cx-5-2021_88310595,2023-10-04 13:51:07.451742,CHERY,SUV,TIGGO 5,MAZDA,CX-5,Huechuraba, Región Metropolitana
Mazda cx-5 2023,"* Bono Financiamiento $ 900.000.- 
* Precio, Condiciones y Stock pueden variar sin previo aviso.
* Recibimos auto en parte de pago 
Visítenos www.autotattersall.cl",21900000.0,2023,6047.0,Automático  ,"Providencia,  Región Metropolitana", Hoy a las 12:33,https://www.yapo.cl/vehiculos/mazda-cx-5-2023_88310429,2023-10-04 13:51:07.452815,CHERY,SUV,TIGGO 5,MAZDA,CX-5,Providencia, Región Metropolitana
Mazda CX-5 2016,"Mazda CX-5 automatica,climatizador,neumaticos nuevos,Istop,skay activ,cierre,espejos electricos,neblineros,cierre, partida boton, barras techo transversal. Unico dueño",13590000.0,2016,65800.0,Automático  ,"Quilpué,  V Valparaíso", Hoy a las 12:16,https://www.yapo.cl/vehiculos/mazda-cx-5-2016_88246809,2023-10-04 13:51:07.452815,CHERY,SUV,TIGGO 5,MAZDA,CX-5,Quilpué, V Valparaíso
Kia Rio 5 EX 1.4 2019,"Vendo hatchback full en buen estado.
Aire acondicionado 
Espejos y alzavidrios eléctricos
Caja mecánica con 6ta
Llantas 
Cámara y sensores de retroceso 
Pie desde $3.600.000",8990000.0,2019,101000.0,Manual  ,"Osorno,  X Los Lagos", Hoy a las 12:07,https://www.yapo.cl/vehiculos/kia-rio-5-ex-14-2019_88310175,2023-10-04 13:51:07.452815,CHERY,SUV,TIGGO 5,KIA,RIO 5 EX,Osorno, X Los Lagos
Chery tiggo 3 2022,"como nuevo
contacto
972495356",11990000.0,2022,7000.0,Automático  ,"Osorno,  X Los Lagos", Hoy a las 10:47,https://www.yapo.cl/vehiculos/chery-tiggo-3-2022_87886013,2023-10-04 13:51:07.452815,CHERY,SUV,TIGGO 5,CHERY,TIGGO 3,Osorno, X Los Lagos
Kia rio 5 1.6 ex sport mt 2022,..,14780000.0,2022,19000.0,Manual  ,"La Reina,  Región Metropolitana", Hoy a las 09:40,https://www.yapo.cl/vehiculos/kia-rio-5-16-ex-sport-mt-2022_87941158,2023-10-04 13:51:07.452815,CHERY,SUV,TIGGO 5,KIA,RIO 5 EX,La Reina, Región Metropolitana
Great wall WINGLE 5 4X2 DIESEL,"Excelente camioneta diésel 4x2 año 2020,en buen buen estado económica ",9300000.0,2020,95000.0,Manual  ,"Temuco,  IX Araucanía", Hoy a las 09:04,https://www.yapo.cl/vehiculos/great-wall-wingle-5-4x2-diesel_87348163,2023-10-04 13:51:07.452815,CHERY,SUV,TIGGO 5,GREAT WALL,WINGLE 5,Temuco, IX Araucanía
Kia río 5,"Kia río 5 2014
Versión 1.4 manual
Alza vidrios 
Cierre centralizado 
Aire acondicionado 
2 dueños 
Sin autofact 
Precio conversable 
Papeles al día, transferible",5900000.0,2014,130000.0,Manual  ,"Coquimbo,  IV Coquimbo", Hoy a las 07:40,https://www.yapo.cl/vehiculos/kia-rio-5_88228585,2023-10-04 13:51:07.452815,CHERY,SUV,TIGGO 5,KIA,RÍO 5,Coquimbo, IV Coquimbo
Chery tiggo 3 2021,Se vende chery tiggo 3 2021 con 27.000km tiene dos detalles neblinero delantero y abollon portalon valor mas bajo que mercado 8.3 algo conversable modelo full con aire y asientos de cuero radio con pantalla y freno de disco en las cuatro ruedas,8300000.0,2021,27000.0,Manual  ,"Nancagua,  VI O'Higgins", Ayer a las 23:36,https://www.yapo.cl/vehiculos/chery-tiggo-3-2021_88307455,2023-10-04 13:51:07.452815,CHERY,SUV,TIGGO 5,CHERY,TIGGO 3,Nancagua, VI O'Higgins
MAZDA CX5 CX-5,"Mazda Cx5, 100% Japones, único dueño, venta solo por renovación.
Automatico con tracción AWD, muy bien cuidado.",13500000.0,2016,188000.0,Automático  ,"Rancagua,  VI O'Higgins", Ayer a las 22:43,https://www.yapo.cl/vehiculos/mazda-cx5-cx-5_88307090,2023-10-04 13:51:07.452815,CHERY,SUV,TIGGO 5,MAZDA,CX5 CX-5,Rancagua, VI O'Higgins
